Finance Year,Award Date,Fund,Programme Type,Recipient Org:Name,Title,Identifier,Amount Awarded,Scheme,Currency,Funding Org:Identifier,Funding Org:Name,Data source,Date modified
2014-2015,2015-03-31,Lottery,SIAP,Michael Nolan,Lottery grant to Michael Nolan (2014-2015),GB-ACNI-fadb5ceefc258b83a18d177227f3c672,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Michael Nolan,Lottery grant to Michael Nolan (2014-2015),GB-ACNI-fadb5ceefc258b83a18d177227f3c672,5000,Artists Career Enhancement,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Mike Harvey,Lottery grant to Mike Harvey (2014-2015),GB-ACNI-b703744d1fa694f129a946cf6e09e59b,1739,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Natasha Cuddington,Lottery grant to Natasha Cuddington (2014-2015),GB-ACNI-71eafb8cff0cc525ec0af2f122cf26f8,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Neal Cahoon,Lottery grant to Neal Cahoon (2014-2015),GB-ACNI-daeb2eba4220a5cf716c1731b1f8fb24,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Neil Allen,Lottery grant to Neil Allen (2014-2015),GB-ACNI-ed7f2ff27866e9c4f0c8c28bae36ac1f,2300,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Neisha Allen,Lottery grant to Neisha Allen (2014-2015),GB-ACNI-50c4a224b281904a06ea987dc9bcef12,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,NI Opera,Exchequer grant to NI Opera (2014-2015),GB-ACNI-b668507ce0e4d8759b2e8ae8981f3772,3183,Professional Arts Abroad,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Nicholas Keogh,Lottery grant to Nicholas Keogh (2014-2015),GB-ACNI-bce241343d2792dce254c6ae222e4b8f,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Nicola Curry,Lottery grant to Nicola Curry (2014-2015),GB-ACNI-2d0793af1fef97ce65869bfac126cfcf,910,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Nikolay Ivanov,Lottery grant to Nikolay Ivanov (2014-2015),GB-ACNI-4a7e91336bb02163c7efa07772c6eaf2,1100,Minority Ethnic Individual Artists Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Open Arts,Exchequer grant to Open Arts (2014-2015),GB-ACNI-c34e77f7e6657f6ffc9023c175c6faf1,4759,Artists International Development Fund,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Otto Schlindwein,Lottery grant to Otto Schlindwein (2014-2015),GB-ACNI-9780036652059a5cafff2f867d57b27f,750,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Paddy Kelly,Lottery grant to Paddy Kelly (2014-2015),GB-ACNI-aa15e83b6b54a5aef791e45c79fc94c8,2499,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Padraig Coyle,Lottery grant to Padraig Coyle (2014-2015),GB-ACNI-897977284cf8af2b12a58734c2b778e6,1940,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Paola Bernardelli,Lottery grant to Paola Bernardelli (2014-2015),GB-ACNI-2e0beb650e3f78630f0739ddbebe4a6f,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Paola Bernardelli,Exchequer grant to Paola Bernardelli (2014-2015),GB-ACNI-56d3f124171c03d86a1f87cbd38acaba,600,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Paul McVeigh,Exchequer grant to Paul McVeigh (2014-2015),GB-ACNI-baaa996080bd1cb326a3ea2affc5b4f8,800,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Paul Moore,Lottery grant to Paul Moore (2014-2015),GB-ACNI-90a777dfded91f85ae3b9d317797da25,1499,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Paul Murphy,Lottery grant to Paul Murphy (2014-2015),GB-ACNI-952facd5b36cf6f212e8efd1af09201f,1067,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Paul Quate,Lottery grant to Paul Quate (2014-2015),GB-ACNI-357e6b613b5cf9c845727dd254319f79,1400,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Paula McFetridge,Exchequer grant to Paula McFetridge (2014-2015),GB-ACNI-ec021130c3b182ad0d7cc32eb6a91a04,250,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Paula O'Reilly,Lottery grant to Paula O'Reilly (2014-2015),GB-ACNI-d1c65f567011b65f76ccae5ee95d525a,1460,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Pauline Clancy,Exchequer grant to Pauline Clancy (2014-2015),GB-ACNI-8d7150c3ec28a8b48b75aa176fcd43ec,300,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Pauline Clancy,Lottery grant to Pauline Clancy (2014-2015),GB-ACNI-602ed224d1bca380887faf493ec1c3e4,750,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Pauline Ross,Exchequer grant to Pauline Ross (2014-2015),GB-ACNI-3f92c93f4b9b92279d109119a31c66a3,300,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Peter Makem,Lottery grant to Peter Makem (2014-2015),GB-ACNI-6d85693ded05f54bac3c232f481dacf1,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Philip Hession,Lottery grant to Philip Hession (2014-2015),GB-ACNI-f22e111df6805288b98c964bfb3a3176,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Philip Quinn,Lottery grant to Philip Quinn (2014-2015),GB-ACNI-5cff8518c181e2f683fff9d35970d229,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Rachael Campbell-Palmer,Lottery grant to Rachael Campbell-Palmer (2014-2015),GB-ACNI-bfd2ff4053be6f9dd155ac031f6dddf7,1199,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Rachel Dickson,Lottery grant to Rachel Dickson (2014-2015),GB-ACNI-f524b537fbe28dd88cfcfa2a4ea26be8,1400,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Rachel McBride,Lottery grant to Rachel McBride (2014-2015),GB-ACNI-79a4701309565ff4e237d50abe4b54e4,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Ray Dunne,Lottery grant to Ray Dunne (2014-2015),GB-ACNI-c2a91c31c79080857cb996d34e7a71b6,500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Raymond Watson,Exchequer grant to Raymond Watson (2014-2015),GB-ACNI-e4e184270a65b56c510115864c1f4259,500,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Raymond Watson,Lottery grant to Raymond Watson (2014-2015),GB-ACNI-05554d7c4476ac8e53564d285135c372,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Rebecca Reid,Lottery grant to Rebecca Reid (2014-2015),GB-ACNI-199d7238353d43876b123314561bd051,5000,Artists Career Enhancement,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Richard Croxford,Exchequer grant to Richard Croxford (2014-2015),GB-ACNI-dab2ca0b50683285583699db9f54f6d3,1260,Artists International Development Fund,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Richard John O'Rawe,Lottery grant to Richard John O'Rawe (2014-2015),GB-ACNI-bf1f2c01ccf5837c70c5d05ecd8562f5,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Robert Peters,Exchequer grant to Robert Peters (2014-2015),GB-ACNI-019fc30ed7ccc54b1804eb29bf64abdd,300,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Rody Gorman,Lottery grant to Rody Gorman (2014-2015),GB-ACNI-0717d885702bf2557185422f5871157e,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Rosemary Jenkinson,Lottery grant to Rosemary Jenkinson (2014-2015),GB-ACNI-f08eade592adf813e65c4d1887d3536e,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Ross Anderson-Doherty,Exchequer grant to Ross Anderson-Doherty (2014-2015),GB-ACNI-c9dc07ccf0d7028b45108b34e34d7c04,800,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Ruth Gonsalves Moore,Lottery grant to Ruth Gonsalves Moore (2014-2015),GB-ACNI-e2b3c2030e48cf9fd794857113a2157f,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Ruth McGinley,Lottery grant to Ruth McGinley (2014-2015),GB-ACNI-5e25686dd250665eb0d7f5f1b6616acd,5000,Artists Career Enhancement,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Ryan McMullan,Lottery grant to Ryan McMullan (2014-2015),GB-ACNI-4511d05881d98941d0432d1ee1a1bb98,1411,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Ryan Moffett,Lottery grant to Ryan Moffett (2014-2015),GB-ACNI-9e4e29f99b2127399c26bbd240f253fc,5000,Artists Career Enhancement,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Sam Millar,Lottery grant to Sam Millar (2014-2015),GB-ACNI-14e13d81f704006f6328134e631e6bd6,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Sandra Robinson,Lottery grant to Sandra Robinson (2014-2015),GB-ACNI-925643e77b2c495ffa743287029cbfb7,1372,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Sarah Ann Hanvey,Lottery grant to Sarah Ann Hanvey (2014-2015),GB-ACNI-5f623f336c0001b146e1c394067a0f45,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Sarah McAvera,Exchequer grant to Sarah McAvera (2014-2015),GB-ACNI-fa3214bb7abeb7993ce51488f45978fe,100,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Sarah Rudek,Lottery grant to Sarah Rudek (2014-2015),GB-ACNI-9f16c65a3e0de8058534357011a7f035,1005,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Scott Benefield,Lottery grant to Scott Benefield (2014-2015),GB-ACNI-6b851153284d7c7bd1ab25349ae5771f,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Seamus Collins,Exchequer grant to Seamus Collins (2014-2015),GB-ACNI-8a3bd8108ff2508a37f3de7ee71a0bd6,150,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Sean Campbell,Lottery grant to Sean Campbell (2014-2015),GB-ACNI-3f45fd749a81498c9a9c6459d13bea8c,2500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Sean McKernan,Exchequer grant to Sean McKernan (2014-2015),GB-ACNI-8b9e8194dd14236783f076083ce6f1e5,600,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Shannon Sickels,Exchequer grant to Shannon Sickels (2014-2015),GB-ACNI-2dbaae019e5b1914c95bafc7aa9364e9,5000,Self Arranged  Residency,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Shannon Sickels,Exchequer grant to Shannon Sickels (2014-2015),GB-ACNI-2dbaae019e5b1914c95bafc7aa9364e9,2766,Artists International Development Fund,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Sharon Carroll,Lottery grant to Sharon Carroll (2014-2015),GB-ACNI-546ac3c7c123eeca73087bd5883718fa,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Shauna McGowan,Lottery grant to Shauna McGowan (2014-2015),GB-ACNI-0614dcb808b29519508785443fc91436,1497,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Sheena Kelly,Exchequer grant to Sheena Kelly (2014-2015),GB-ACNI-3299811997a1bcc830a855fd22690625,250,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Sheena Kelly,Lottery grant to Sheena Kelly (2014-2015),GB-ACNI-cbad09facf41d83ee6451b39d79c4c25,1490,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Sheila Llewellyn,Exchequer grant to Sheila Llewellyn (2014-2015),GB-ACNI-be5b3cf32266f19cf8ae3d1727f9e117,100,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Shelley Tracey,Lottery grant to Shelley Tracey (2014-2015),GB-ACNI-d0e9a2c911fc5bda1dda654a09a5652f,3450,Artists in the Community,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Shirley-Anne McMillan,Lottery grant to Shirley-Anne McMillan (2014-2015),GB-ACNI-480853164bb4cae98a3e1a196a7694a3,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Shiro Masuyama,Lottery grant to Shiro Masuyama (2014-2015),GB-ACNI-e8a4c01eb6cf60cb12af0f26b9498f78,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Sinead O'Kelly,Lottery grant to Sinead O'Kelly (2014-2015),GB-ACNI-116215076626c9927d48e582bf17c86f,5000,Young Musicians' Platform,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Spanner in the Works,Exchequer grant to Spanner in the Works (2014-2015),GB-ACNI-ee5973f0909bc1028ebc15a774bdf4b6,3800,Artists International Development Fund,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Stephanie Conn,Lottery grant to Stephanie Conn (2014-2015),GB-ACNI-d5ea58826fb7a2819cfcdfd920a52af4,5000,Artists Career Enhancement,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Stephen Beggs,Lottery grant to Stephen Beggs (2014-2015),GB-ACNI-83a1ce9c167d9be45f668e32debcdaeb,5000,Artists Career Enhancement,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Stephen Henderson,Exchequer grant to Stephen Henderson (2014-2015),GB-ACNI-3700c8f7e55619ebffca4e99249a7866,400,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Stephen Mearns,Lottery grant to Stephen Mearns (2014-2015),GB-ACNI-14a147c66066aca4987444ba37439bcc,3650,Artists Career Enhancement,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Stephen Sexton,Lottery grant to Stephen Sexton (2014-2015),GB-ACNI-48f060d7f72efd718ab1d8e56e69e3c1,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Stephen Walker,Lottery grant to Stephen Walker (2014-2015),GB-ACNI-75343643ab0a6aea125edf126c374394,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Steven McCool,Exchequer grant to Steven McCool (2014-2015),GB-ACNI-3b77c69e45d1de88ebadc2763f01bda1,500,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Tania Marques Rebelo,Lottery grant to Tania Marques Rebelo (2014-2015),GB-ACNI-abe86e721d76033952f9ec0823463a37,1240,Minority Ethnic Individual Artists Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Tara Moran-Woods,Lottery grant to Tara Moran-Woods (2014-2015),GB-ACNI-001533307a971479bd99d418cef0ffb8,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Tara West,Lottery grant to Tara West (2014-2015),GB-ACNI-6415d5c67ee20e52421632199867e7be,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Thomas Porter,Lottery grant to Thomas Porter (2014-2015),GB-ACNI-fafae134f034c3c32382a90c8990f755,1400,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Tommy Barr,Exchequer grant to Tommy Barr (2014-2015),GB-ACNI-27a52e286a9de38acac56af52f9d88b1,650,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Tonya McMullan,Lottery grant to Tonya McMullan (2014-2015),GB-ACNI-8d07bf169177108f3e2e210f1878cc35,678,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Tonya McMullan,Lottery grant to Tonya McMullan (2014-2015),GB-ACNI-8d07bf169177108f3e2e210f1878cc35,5000,Artists Career Enhancement,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Veselka Ivanova,Lottery grant to Veselka Ivanova (2014-2015),GB-ACNI-3a725924053d2b6877beaf4fbca13f39,719,Minority Ethnic Individual Artists Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Victoria Bentham,Lottery grant to Victoria Bentham (2014-2015),GB-ACNI-8bf3c6c86bc090e46acc8d09a867712e,2420,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Young at Art,Exchequer grant to Young at Art (2014-2015),GB-ACNI-f9ff67f448ac15645ac8e6cc7f2f6e1a,3600,Artists International Development Fund,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Zoe Murdoch,Exchequer grant to Zoe Murdoch (2014-2015),GB-ACNI-d16ee994d53880cc2568adca726440ed,250,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,36th Ulster Division Memorial Association Arts and Cultural Society,Lottery grant to 36th Ulster Division Memorial Association Arts and Cultural Society (2014-2015),GB-ACNI-c4571b7ccaa3821539984c46e6b2d37e,3200,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Accidental Theatre Company,Lottery grant to Accidental Theatre Company (2014-2015),GB-ACNI-36b212925b8169869657ef26f8537026,5805,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Action for Community Transformation Initiative (A.C.T),Lottery grant to Action for Community Transformation Initiative (A.C.T) (2014-2015),GB-ACNI-967f7eb0ede6ba13a912ff601827de29,7991,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Applied Art Ulster,Lottery grant to Applied Art Ulster (2014-2015),GB-ACNI-fd9d3061e0d4dfd58b69b4d4730ee669,7400,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
