Ref No,Identifier,Recipient Org:Name,Title,Amount Awarded,Award Date,Currency,Decision quarter,Area,Beneficiary Location:Name,Description,Funding Org:Identifier,Funding Org:Name,Grant Programme:Title,Data Source,Last modified
25666793,360G-ACE-25666793,Cindy Claes,Dancehall Theatre-New audiences and empower artists,"£14,181",11-Dec-13,GBP,Q3,London,Southwark,Dance,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25666844,360G-ACE-25666844,Jessica Burgess,Fucking Outside the Box,"£1,000",11-Dec-13,GBP,Q3,London,Wandsworth,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25668108,360G-ACE-25668108,Matt Roberts Arts,Open Forum 2014,"£8,455",11-Dec-13,GBP,Q3,London,Tower Hamlets,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25668320,360G-ACE-25668320,Arbonauts,The Desire Machine,"£7,488",11-Dec-13,GBP,Q3,London,Southwark,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25668704,360G-ACE-25668704,Yorke Dance Project,Robert Cohan Mentorship for Interface,"£14,300",11-Dec-13,GBP,Q3,London,Richmond upon Thames,Dance,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25668840,360G-ACE-25668840,UpClose Productions London,THE YOUNG WIFE & DIDO AND AENEAS,"£12,295",11-Dec-13,GBP,Q3,London,Islington,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25670423,360G-ACE-25670423,Cindie Cheung, 'talk & teeth' - a new body of work and crit group,"£4,715",11-Dec-13,GBP,Q3,London,Lewisham,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25670464,360G-ACE-25670464,XAP,The Psychotropic House,"£6,800",11-Dec-13,GBP,Q3,London,Haringey,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25671297,360G-ACE-25671297,Lydia Syson,Liberty's Fire (LF),"£13,640",11-Dec-13,GBP,Q3,London,Southwark,Literature,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25671881,360G-ACE-25671881,Harriette Ashcroft,In The Shed,"£14,500",11-Dec-13,GBP,Q3,London,Islington,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25672490,360G-ACE-25672490,Tamar Yoseloff,Hercules Editions / publication Heart Archives,"£2,200",11-Dec-13,GBP,Q3,London,Lambeth,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25672668,360G-ACE-25672668,A Younger Theatre,Incoming Festival,"£15,000",11-Dec-13,GBP,Q3,London,Lambeth,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25673481,360G-ACE-25673481,The National Orchestra for All,NOFA AND FRIENDS,"£13,000",11-Dec-13,GBP,Q3,London,Islington,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25674402,360G-ACE-25674402,World Book Day,Storycraft,"£15,000",11-Dec-13,GBP,Q3,London,Westminster,Literature,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25687010,360G-ACE-25687010,Tom Searle,Each of Us by Ben Moor - London Tour,"£5,190",11-Dec-13,GBP,Q3,London,Southwark,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25688005,360G-ACE-25688005,Angelica Entertainments Ltd,'slap' immersive r&d,"£14,700",11-Dec-13,GBP,Q3,London,Southwark,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25760216,360G-ACE-25760216,Penned in the Margins,The Shroud,"£14,905",11-Dec-13,GBP,Q3,London,Tower Hamlets,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25377188,360G-ACE-25377188,Okeanos,Tokaido Road: a Journey after Hiroshige,"£75,823",12-Dec-13,GBP,Q3,North,Manchester,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25441347,360G-ACE-25441347,Mickael Riviere,The Duet Project,"£23,922",12-Dec-13,GBP,Q3,Midlands,Northampton,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25454619,360G-ACE-25454619,Nabokov Ltd,"INCOGNITO, a new play by Nick Payne","£35,500",12-Dec-13,GBP,Q3,South East,Watford,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25471194,360G-ACE-25471194,Regent's Park Open Air Theatre,To Kill A Mockingbird,"£80,000",12-Dec-13,GBP,Q3,London,Westminster,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25482707,360G-ACE-25482707,ILUVLIVE,56 ILUVLIVE events & Artist Development for 2 acts,"£60,964",12-Dec-13,GBP,Q3,London,Lambeth,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25509424,360G-ACE-25509424,Alexander Whitley,The Measures Taken - Creation & Touring,"£89,955",12-Dec-13,GBP,Q3,London,Hackney,Dance,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25549180,360G-ACE-25549180,Forestry Commission,Jerwood Open Forest Commission,"£42,000",12-Dec-13,GBP,Q3,South West,South Gloucestershire,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25555159,360G-ACE-25555159,"Prodigal Theatre Company, The",UPG Team Consolidation & Strategic Tour,"£44,100",12-Dec-13,GBP,Q3,South East,Brighton and Hove,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25591609,360G-ACE-25591609,Bamboozle Theatre Company Limited,Jack and the Flumflum Tree,"£49,918",12-Dec-13,GBP,Q3,Midlands,Leicester,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25598634,360G-ACE-25598634,Helen Chadwick Song Theatre,War Correspondents,"£49,988",12-Dec-13,GBP,Q3,London,Hackney,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25610818,360G-ACE-25610818,New Adventures Limited,Edward Scissorhands and The Car Man,"£785,484",12-Dec-13,GBP,Q3,London,Islington,Dance,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25710724,360G-ACE-25710724,Ruth Claxton,Birmingham Production Space - R&D,"£5,000",16-Dec-13,GBP,Q3,Midlands,Birmingham,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25717223,360G-ACE-25717223,University Of Birmingham, Cultural Studies: 50 Years On,"£14,900",16-Dec-13,GBP,Q3,Midlands,Birmingham,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25727209,360G-ACE-25727209,Emily Howard,Manchester Opera Project - Mysterious 44,"£15,000",16-Dec-13,GBP,Q3,Midlands,High Peak,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25727938,360G-ACE-25727938,Sima Gonsai,Seated,"£14,980",16-Dec-13,GBP,Q3,Midlands,Birmingham,Dance,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25728719,360G-ACE-25728719,Rachael Young,The Way I Wear My Hair,"£10,422",16-Dec-13,GBP,Q3,Midlands,Nottingham,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25741037,360G-ACE-25741037,The Gramophones Theatre Company,Research and Development of 'Wanderlust',"£14,859",16-Dec-13,GBP,Q3,Midlands,Nottingham,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25750239,360G-ACE-25750239,A Little Commitment,Pirate and Parrot,"£14,909",16-Dec-13,GBP,Q3,Midlands,Birmingham,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25755619,360G-ACE-25755619,Chloe Ashley,Creation of Chemically Produced Mural Print,"£2,307",16-Dec-13,GBP,Q3,Midlands,Lichfield,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25756706,360G-ACE-25756706,Esther Richardson,Sheep in Wolves Clothing (Working Title),"£15,000",16-Dec-13,GBP,Q3,Midlands,Nottingham,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25773478,360G-ACE-25773478,Playbox Theatre,The Warwick Spring (working title),"£10,865",16-Dec-13,GBP,Q3,Midlands,Warwick,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25774847,360G-ACE-25774847,The Other Way Works,Afterlife R&D,"£14,886",16-Dec-13,GBP,Q3,Midlands,Birmingham,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25775092,360G-ACE-25775092,Nottingham Castle Museum & Art Gallery,Trent to Trenches Art Programme,"£12,500",16-Dec-13,GBP,Q3,Midlands,Nottingham,Literature,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25783119,360G-ACE-25783119,Upfront,Stand Up For Your Writes,"£14,950",16-Dec-13,GBP,Q3,Midlands,Birmingham,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25785709,360G-ACE-25785709,EMO Ltd,OMG Live Masterclasses,"£15,000",16-Dec-13,GBP,Q3,Midlands,Solihull,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25812286,360G-ACE-25812286,Elisabeth Charis,Urban Earth I,"£5,386",16-Dec-13,GBP,Q3,Midlands,Birmingham,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25813116,360G-ACE-25813116,Bella Hardy,Bella Hardy - Thirty for 30,"£14,249",16-Dec-13,GBP,Q3,Midlands,High Peak,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25813393,360G-ACE-25813393,Jennifer Duffin,Birmingham Loves Photographers Programmed Events,"£10,637",16-Dec-13,GBP,Q3,Midlands,Birmingham,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25813776,360G-ACE-25813776,SITP,Acceptance,"£14,900",16-Dec-13,GBP,Q3,Midlands,Stafford,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25508509,360G-ACE-25508509,East Lindsey District Council,SO Festival 2014,"£150,000",16-Dec-13,GBP,Q3,Midlands,East Lindsey,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25526623,360G-ACE-25526623,Shropshire Council,WW1 Shropshire - The Pity of War,"£99,067",16-Dec-13,GBP,Q3,Midlands,Shropshire,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25559747,360G-ACE-25559747,Lincoln Diocesan Trust & Board of Finance Ltd,Altered Two,"£32,500",16-Dec-13,GBP,Q3,Midlands,Lincoln,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25534661,360G-ACE-25534661,Aylesbury Vale District Council,Paralympic Heritage Flame Lighting,"£155,000",16-Dec-13,GBP,Q3,South East,Aylesbury Vale,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25590231,360G-ACE-25590231,Victoria Melody,Hair Peace R&D and National tour of Major Tom,"£24,899",16-Dec-13,GBP,Q3,South East,Brighton and Hove,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25631105,360G-ACE-25631105,Second Hand Dance,Dad Dancing,"£28,754",16-Dec-13,GBP,Q3,South East,Epsom and Ewell,Dance,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25668185,360G-ACE-25668185,Environment Agency,Broomhill Sands Arts Intervention,"£35,711",16-Dec-13,GBP,Q3,South East,Worthing,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25418251,360G-ACE-25418251,Young Opera Venture,Org' dev' & R&D for opera production & tour,"£25,000",17-Dec-13,GBP,Q3,North,Leeds,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25486746,360G-ACE-25486746,Waters Edge,Organisational Development,"£28,772",17-Dec-13,GBP,Q3,North,Manchester,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25576715,360G-ACE-25576715,Manchester City Galleries,Joana Vasconcelos,"£60,000",17-Dec-13,GBP,Q3,North,Manchester,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25596406,360G-ACE-25596406,Split Festival Ltd,Split Festival,"£75,000",17-Dec-13,GBP,Q3,North,Sunderland,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25596988,360G-ACE-25596988,Gary Kitching,New theatre production of a play THE READING,"£28,096",17-Dec-13,GBP,Q3,North,Newcastle upon Tyne,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25620509,360G-ACE-25620509,Museums Sheffield,Drawing the Summer,"£31,500",17-Dec-13,GBP,Q3,North,Sheffield,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25631196,360G-ACE-25631196,PopUp Initiative,The NewBridge Project,"£59,413",17-Dec-13,GBP,Q3,North,Newcastle upon Tyne,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25466970,360G-ACE-25466970,Art and Power (Community Arts Projects) Limited,The Creative Development Programme,"£95,000",18-Dec-13,GBP,Q3,South West,"Bristol, City of",Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25505252,360G-ACE-25505252,Creative Somerset,"collaborate, communicate, create and sustain","£67,495",18-Dec-13,GBP,Q3,South West,South Somerset,Not art form specific,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25544080,360G-ACE-25544080,Naked Guides Ltd trading as Tangent Books,Word of Mouth & Blahblahblah,"£36,130",18-Dec-13,GBP,Q3,South West,"Bristol, City of",Literature,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25607601,360G-ACE-25607601,Durnovaria Silver Band Trust Ltd,Purchase of the former Fordington Methodist Church,"£30,000",18-Dec-13,GBP,Q3,South West,West Dorset,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25697030,360G-ACE-25697030,Lyme Regis Development Trust,Acoustic Panelling @ The Hub,"£9,046",18-Dec-13,GBP,Q3,South West,West Dorset,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
